Name,Year,duration,Rating,Meta_score,Votes,Director,cast,Gross,genre
Amarcord,1973,123,7.9,,40435,Federico Fellini,"Magali Noël, Bruno Zanin, Pupella Maggio, Armando Brancia",0.29,Comedy
Le charme discret de la bourgeoisie,1972,102,7.9,93.0,39399,uel,"Fernando Rey, Delphine Seyrig, Paul Frankeur, Bulle Ogier",0.2,Comedy
"Aguirre, der Zorn Gottes",1972,95,7.9,,53060,Werner Herzog,"Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro",,Action
Harold and Maude,1971,91,7.9,62.0,71629,Hal Ashby,"Ruth Gordon, Bud Cort, Vivian Pickles, Cyril Cusack",,Comedy
Patton,1970,172,7.9,91.0,94410, Schaffner,"George C. Scott, Karl Malden, Stephen Young, Michael Strong",61.7,Biography
The Wild Bunch,1969,145,7.9,97.0,78123,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien",12.06,Action
Night of the Living Dead,1968,96,7.9,89.0,117815, Romero,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman",0.09,Horror
The Lion in Winter,1968,134,7.9,,29315,Anthony Harvey,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle",22.28,Biography
In the Heat of the Night,1967,110,7.9,75.0,68739,Norman Jewison,"Sidney Poitier, Rod Steiger, Warren Oates, Lee Grant",24.38,Crime
Charade,1963,113,7.9,83.0,70064,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn",13.47,Comedy
The Manchurian Candidate,1962,126,7.9,94.0,71727,John Frankenheimer,"Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury",,Drama
Spartacus,1960,197,7.9,87.0,125540,Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton",30.0,Adventure
L'avventura,1960,144,7.9,,27027,Michelangelo Antonioni,"Gabriele Ferzetti, Monica Vitti, Lea Massari, Dominique Blanchar",,Drama
Hiroshima mon amour,1959,90,7.9,,28962,Alain Resnais,"Emmanuelle Riva, Eiji Okada, Stella Dassas, Pierre Barbaud",0.09,Drama
The Ten Commandments,1956,220,7.9,,65222, DeMille,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson",93.74,Adventure
The Searchers,1956,119,7.9,94.0,81361,John Ford,"John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond",,Adventure
East of Eden,1955,118,7.9,72.0,40955,Elia Kazan,"James Dean, Raymond Massey, Julie Harris, Burl Ives",,Drama
High Noon,1952,85,7.9,89.0,98244,Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges",9.45,Drama
Strangers on a Train,1951,101,7.9,88.0,124340,Alfred Hitchcock,"Farley Granger, Robert Walker, Ruth Roman, Leo G. Carroll",7.63,Crime
Harvey,1950,104,7.9,,52888,Henry Koster,"James Stewart, Wallace Ford, William H. Lynn, Victoria Horne",,Comedy
Miracle on 34th Street,1947,96,7.9,88.0,41906,George Seaton,"Edmund Gwenn, Maureen O'Hara, John Payne, Gene Lockhart",2.65,Comedy
Notorious,1946,102,7.9,100.0,93178,Alfred Hitchcock,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",10.46,Drama
The Big Sleep,1946,114,7.9,,79409,Howard Hawks,"Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers",6.54,Crime
The Lost Weekend,1945,101,7.9,,33967,Billy Wilder,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva",9.46,Drama
The Philadelphia Story,1940,112,7.9,96.0,64265,George Cukor,"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey",,Comedy
His Girl Friday,1940,92,7.9,,54260,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart",0.3,Comedy
The Adventures of Robin Hood,1938,102,7.9,97.0,47618, William Keighley,"Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains",3.98,Action
A Night at the Opera,1935,96,7.9,,30845, Edmund Goulding,"Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle",2.54,Comedy
King Kong,1933,100,7.9,90.0,80179, Schoedsack,"Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher",10.0,Adventure
Freaks,1932,64,7.9,80.0,42543,Tod Browning,"Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates",,Drama
Nosferatu,1922,94,7.9,,89728, Murnau,"Max Schreck, Alexander Granach, Gustav von Wangenheim, Greta Schröder",,Fantasy
The Gentlemen,2019,113,7.8,,257068,Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong",,Action
Raazi,2018,138,7.8,,25847,Meghna Gulzar,"Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma",,Action
Sound of Metal,2019,120,7.8,82.0,62758,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff",,Drama
Forushande,2016,124,7.8,85.0,52643,Asghar Farhadi,"Shahab Hosseini, Taraneh Alidoosti, Babak Karimi, Mina Sadati",2.4,Drama
Dunkirk,2017,106,7.8,94.0,567652,Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy",188.37,Action
Perfetti sconosciuti,2016,96,7.8,,58454,Paolo Genovese,"Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo",,Comedy
Hidden Figures,2016,127,7.8,74.0,205055,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner",169.61,Biography
Paddington 2,2017,103,7.8,88.0,63340,Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins",40.44,Animation
Udta Punjab,2016,148,7.8,,27502,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh",,Action
Kubo and the Two Strings,2016,101,7.8,84.0,119502,Travis Knight,"Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes",48.02,Animation
M.S. Dhoni: The Untold Story,2016,184,7.8,,41273,Neeraj Pandey,"Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani",1.78,Biography
Manchester by the Sea,2016,137,7.8,96.0,251807,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges",47.7,Drama
Under sandet,2015,100,7.8,75.0,36686,Martin Zandvliet,"Roland Møller, Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard",0.44,Drama
Rogue One,2016,133,7.8,65.0,564143,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",532.18,Action
Captain America: Civil War,2016,147,7.8,75.0,678926, Joe Russo,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",408.08,Action
The Hateful Eight,2015,168,7.8,68.0,527146,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",54.12,Crime
Little Women,2019,135,7.8,91.0,151366,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen",108.1,Drama
Loving Vincent,2017,94,7.8,62.0,51918, Hugh Welchman,"Douglas Booth, Jerome Flynn, Robert Gulaczyk, Helen McCrory",6.74,Animation
Pride,2014,119,7.8,79.0,52596,Matthew Warchus,"Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine",,Biography
Nightcrawler,2014,117,7.8,76.0,475795,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",32.38,Crime
Le passé,2013,130,7.8,85.0,45438,Asghar Farhadi,"Bérénice Bejo, Tahar Rahim, Ali Mosaffa, Pauline Burlet",1.33,Drama
La grande bellezza,2013,141,7.8,86.0,82219,Paolo Sorrentino,"Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso",2.85,Drama
The Lunchbox,2013,104,7.8,76.0,51284,Ritesh Batra,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey",4.23,Drama
Vicky Donor,2012,126,7.8,,40043,Shoojit Sircar,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia",0.17,Comedy
Big Hero 6,2014,102,7.8,74.0,416208, Chris Williams,"Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller",222.53,Animation
About Time,2013,123,7.8,,310693,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",15.32,Comedy
English Vinglish,2012,134,7.8,,33959,Gauri Shinde,"Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand",1.67,Comedy
Kaze tachinu,2013,126,7.8,83.0,75451,Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto, Masahiko Nishimura",5.21,Animation
Toy Story 4,2019,100,7.8,84.0,209892,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale",434.04,Animation
La migliore offerta,2013,131,7.8,,110231,Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland",0.09,Crime
Moonrise Kingdom,2012,94,7.8,84.0,323049,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",45.51,Comedy
How to Train Your Dragon 2,2014,102,7.8,76.0,308990,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",177.0,Animation
The Big Short,2015,130,7.8,81.0,373021,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",70.26,Biography
Kokuhaku,2010,106,7.8,,36161,Tetsuya Nakashima,"Takako Matsu, Yoshino Kimura, Masaki Okada, Yukito Nishii",,Drama
Ang-ma-reul bo-at-da,2010,144,7.8,67.0,113761,woon Kim,"Lee Byung-Hun, Choi Min-sik, Jeon Gook-Hwan, Ho-jin Chun",0.13,Action
The Girl with the Dragon Tattoo,2011,158,7.8,71.0,428923,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård",102.52,Crime
Captain Phillips,2013,134,7.8,82.0,426227,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener",107.1,Adventure
Ajeossi,2010,119,7.8,,63890,beom Lee,"Won Bin, Sae-ron Kim, Tae-hoon Kim, Hee-won Kim",0.01,Action
Straight Outta Compton,2015,147,7.8,72.0,181937, Gary Gray,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",161.2,Biography
The Irishman,2019,209,7.8,94.0,334544,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel",7.0,Biography
Madeo,2009,129,7.8,79.0,54662,Bong Joon Ho,"Hye-ja Kim, Won Bin, Jin Goo, Je-mun Yun",0.55,Crime
Chugyeokja,2008,125,7.8,64.0,59546,jin Na,"Kim Yoon-seok, Jung-woo Ha, Yeong-hie Seo, Kim Yoo-Jeong",,Action
The Hobbit: The Desolation of Smaug,2013,161,7.8,66.0,607939,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",258.37,Adventure
Das weiße Band - Eine deutsche Kindergeschichte,2009,144,7.8,82.0,69423,Michael Haneke,"Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur",2.22,Drama
Män som hatar kvinnor,2009,152,7.8,76.0,210131,Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Fröling, Lena Endre",10.1,Crime
Skyfall,2012,143,7.8,81.0,634895,Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench",304.36,Action
The Trial of the Chicago 7,2020,129,7.8,76.0,130453,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen, Jeremy Strong",,Drama
Druk,2020,117,7.8,80.0,60039,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe",,Comedy
The Fighter,2010,116,7.8,79.0,344330, Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",93.62,Biography
Taken,2008,90,7.8,,568752,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",145.0,Action
The Boy in the Striped Pyjamas,2008,94,7.8,,193401,Mark Herman,"Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien",9.03,Drama
Once,2007,86,7.8,88.0,111447,John Carney,"Glen Hansard, Markéta Irglová, Hugh Walsh, Gerard Hendrick",9.44,Drama
The Hobbit: An Unexpected Journey,2012,169,7.8,,764603,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis",303.0,Adventure
Auf der anderen Seite,2007,122,7.8,85.0,31009,Fatih Akin,"Baki Davrak, Nurgül Yesilçay, Tuncel Kurtiz, Nursel Köse",0.74,Drama
Atonement,2007,123,7.8,85.0,255243,Joe Wright,"Keira Knightley, James McAvoy, Brenda Blethyn, Saoirse Ronan",50.93,Drama
Drive,2011,100,7.8,78.0,578975,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",35.06,Crime
American Gangster,2007,157,7.8,76.0,397189,Ridley Scott,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin",130.16,Biography
Avatar,2009,162,7.8,83.0,1129699,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",760.51,Action
Mr. Nobody,2009,141,7.8,63.0,218885,Jaco Van Dormael,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham",0.0,Drama
Apocalypto,2006,139,7.8,68.0,293787,Mel Gibson,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood",50.87,Action
Little Miss Sunshine,2006,101,7.8,80.0,444433, Valerie Faris,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",59.89,Comedy
Hot Fuzz,2007,121,7.8,81.0,468609,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy",23.64,Action
The Curious Case of Benjamin Button,2008,166,7.8,70.0,596873,David Fincher,"Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond",127.51,Drama
Veer-Zaara,2004,192,7.8,67.0,49546,Yash Chopra,"Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kirron Kher",2.92,Drama
Adams æbler,2005,94,7.8,,46415,Anders Thomas Jensen,"Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Paprika Steen",0.0,Comedy
Pride & Prejudice,2005,129,7.8,82.0,263796,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland",38.41,Drama
The World's Fastest Indian,2005,127,7.8,68.0,52366,Roger Donaldson,"Anthony Hopkins, Diane Ladd, Iain Rea, Tessa Mitchell",5.13,Biography
Serenity,2005,119,7.8,74.0,284999,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk",25.51,Action
Walk the Line,2005,136,7.8,72.0,236458,James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",119.52,Biography
Ondskan,2003,113,7.8,61.0,35929,m,"Andreas Wilson, Henrik Lundström, Gustaf Skarsgård, Linda Zilliacus",0.02,Drama
The Notebook,2004,123,7.8,,527126,Nick Cassavetes,"Gena Rowlands, James Garner, Rachel McAdams, Ryan Gosling",81.0,Drama
Diarios de motocicleta,2004,126,7.8,75.0,97451,Walter Salles,"Gael García Bernal, Rodrigo De la Serna, Mía Maestro, Mercedes Morán",16.76,Adventure
Lilja 4-ever,2002,109,7.8,82.0,43103,Lukas Moodysson,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov, Lyubov Agapova",0.18,Crime
Les triplettes de Belleville,2003,80,7.8,91.0,50982,Sylvain Chomet,"Michèle Caucheteux, Jean-Claude Donda, Michel Robin, Monica Viegas",7.0,Animation
Gongdong gyeongbi guyeok JSA,2000,110,7.8,,27099,wook Park,"Lee Yeong-ae, Lee Byung-Hun, Kang-ho Song, Kim Tae-Woo",,Action
The Count of Monte Cristo,2002,131,7.8,61.0,130223,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc",54.23,Action
Waking Life,2001,99,7.8,83.0,61165,Richard Linklater,"Ethan Hawke, Trevor Jack Brooks, Lorelei Linklater, Wiley Wiggins",2.89,Animation
Remember the Titans,2000,113,7.8,,200090,Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",115.65,Biography
Wo hu cang long,2000,120,7.8,94.0,255496,Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chen Chang",128.08,Action
Todo sobre mi madre,1999,101,7.8,87.0,90287,var,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan",8.26,Drama
Cast Away,2000,143,7.8,73.0,532697,Robert Zemeckis,"Tom Hanks, Helen Hunt, Paul Sanchez, Lari White",233.63,Adventure
The Boondock Saints,1999,108,7.8,,228651,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco",0.03,Action
The Insider,1999,157,7.8,84.0,161375,Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora",28.97,Biography
October Sky,1999,108,7.8,71.0,83739,Joe Johnston,"Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen",32.48,Biography
Shrek,2001,90,7.8,84.0,620752, Vicky Jenson,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow",267.67,Animation
Titanic,1997,194,7.8,75.0,1060058,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates",659.33,Drama
Hana-bi,1997,103,7.8,,28164,Takeshi Kitano,"Takeshi Kitano, Kayoko Kishimoto, Ren Osugi, Susumu Terajima",0.23,Crime
Gattaca,1997,106,7.8,64.0,283634,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law, Gore Vidal",12.34,Drama
The Game,1997,129,7.8,61.0,351564,David Fincher,"Michael Douglas, Deborah Kara Unger, Sean Penn, James Rebhorn",48.32,Drama
Breaking the Waves,1996,159,7.8,76.0,63071,Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr",4.04,Drama
Ed Wood,1994,127,7.8,70.0,166194,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",5.89,Biography
What's Eating Gilbert Grape,1993,118,7.8,73.0,217817,m,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",9.17,Drama
Tombstone,1993,130,7.8,,129225, Kevin Jarre,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton",56.51,Action
The Sandlot,1993,101,7.8,,80107,David Mickey Evans,"Tom Guiry, Mike Vitar, Art LaFleur, Patrick Renna",32.42,Comedy
The Remains of the Day,1993,134,7.8,86.0,67433,James Ivory,"Anthony Hopkins, Emma Thompson, John Haycraft, Christopher Reeve",22.95,Drama
Naked,1993,132,7.8,84.0,35301,Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell",1.77,Comedy
The Fugitive,1993,130,7.8,87.0,270629,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",183.88,Action
A Bronx Tale,1993,121,7.8,80.0,129908,Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra",17.27,Crime
Batman: Mask of the Phantasm,1993,76,7.8,,44562, Bruce Timm,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach",5.62,Animation
Lat sau san taam,1992,128,7.8,,47139,John Woo,"Chow Yun-Fat, Tony Chiu-Wai Leung, Teresa Mo, Philip Chan",,Action
Night on Earth,1991,129,7.8,68.0,56105,Jim Jarmusch,"Winona Ryder, Gena Rowlands, Lisanne Falk, Alan Randolph Scott",2.02,Comedy
La double vie de Véronique,1991,98,7.8,86.0,43364,Krzysztof Kieslowski,"Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska, Kalina Jedrusik",2.0,Drama
Boyz n the Hood,1991,112,7.8,76.0,127984,John Singleton,"Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir, Lloyd Avery II",57.5,Crime
Misery,1990,107,7.8,75.0,187359,Rob Reiner,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen",61.28,Drama
Awakenings,1990,121,7.8,74.0,127826,Penny Marshall,"Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson",52.1,Biography
Majo no takkyûbin,1989,103,7.8,83.0,127185,Hayao Miyazaki,"Kirsten Dunst, Minami Takayama, Rei Sakuma, Kappei Yamaguchi",,Animation
Glory,1989,122,7.8,78.0,124816,Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman",26.83,Biography
Dip huet seung hung,1989,111,7.8,82.0,45970,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh, Kong Chu",,Action
Back to the Future Part II,1989,108,7.8,,487544,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson",118.5,Adventure
Mississippi Burning,1988,128,7.8,65.0,89739,Alan Parker,"Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif",34.6,Crime
Predator,1987,107,7.8,,375548,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo",59.74,Action
Evil Dead II,1987,84,7.8,72.0,149693,Sam Raimi,"Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva",5.92,Comedy
Ferris Bueller's Day Off,1986,103,7.8,61.0,324779,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones",70.14,Comedy
Down by Law,1986,107,7.8,75.0,48371,Jim Jarmusch,"Tom Waits, John Lurie, Roberto Benigni, Nicoletta Braschi",1.44,Comedy
The Goonies,1985,114,7.8,62.0,247524,Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman",61.5,Adventure
The Color Purple,1985,154,7.8,78.0,79479,Steven Spielberg,"Danny Glover, Whoopi Goldberg, Oprah Winfrey, Margaret Avery",98.47,Drama
The Breakfast Club,1985,97,7.8,66.0,361238,John Hughes,"Emilio Estevez, Judd Nelson, Molly Ringwald, Ally Sheedy",45.88,Comedy
The Killing Fields,1984,141,7.8,76.0,52201,,"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands",34.7,Biography
Ghost Busters,1984,105,7.8,71.0,359548,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",238.63,Action
The Right Stuff,1983,193,7.8,91.0,56656,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid",21.5,Adventure
The King of Comedy,1982,109,7.8,73.0,91577,Martin Scorsese,"Robert De Niro, Jerry Lewis, Diahnne Abbott, Sandra Bernhard",2.5,Comedy
E.T. the Extra-Terrestrial,1982,115,7.8,91.0,376633,Steven Spielberg,"Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace",435.11,Family
Kramer vs. Kramer,1979,105,7.8,77.0,135208,Robert Benton,"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry",106.26,Drama
Days of Heaven,1978,94,7.8,93.0,53676,Terrence Malick,"Richard Gere, Brooke Adams, Sam Shepard, Linda Manz",,Drama
The Outlaw Josey Wales,1976,135,7.8,69.0,66392,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney",31.8,Western
The Man Who Would Be King,1975,129,7.8,91.0,45582,John Huston,"Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey",,Adventure
The Conversation,1974,113,7.8,85.0,100624,Francis Ford Coppola,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest",4.42,Drama
La planète sauvage,1973,72,7.8,73.0,26246, Laloux,"Barry Bostwick, Jennifer Drake, Eric Baugin, Jean Topart",0.19,Animation
The Day of the Jackal,1973,143,7.8,80.0,37949,Fred Zinnemann,"Edward Fox, Terence Alexander, Michel Auclair, Alan Badel",16.06,Crime
Badlands,1973,94,7.8,93.0,67110,Terrence Malick,"Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri",,Action
Cabaret,1972,124,7.8,80.0,48866,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey",42.77,Drama
Willy Wonka & the Chocolate Factory,1971,100,7.8,67.0,180650,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",4.0,Family
Midnight Cowboy,1969,113,7.8,79.0,102302,John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver",44.79,Drama
Wait Until Dark,1967,108,7.8,81.0,28017,Terence Young,"Audrey Hepburn, Alan Arkin, Richard Crenna, Efrem Zimbalist Jr.",17.55,Thriller
Guess Who's Coming to Dinner,1967,108,7.8,63.0,40382,Stanley Kramer,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton",56.7,Comedy
Bonnie and Clyde,1967,111,7.8,86.0,103701,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman",,Action
My Fair Lady,1964,170,7.8,95.0,87756,George Cukor,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White",72.0,Drama
Mary Poppins,1964,139,7.8,88.0,159645,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns",102.27,Comedy
The Longest Day,1962,178,7.8,75.0,52530, Zanuck,"John Wayne, Robert Ryan, Richard Burton, Henry Fonda",39.1,Action
Jules et Jim,1962,105,7.8,97.0,38252,ois Truffaut,"Jeanne Moreau, Oskar Werner, Henri Serre, Vanna Urbino",,Drama
The Innocents,1961,100,7.8,88.0,27426,Jack Clayton,"Deborah Kerr, Peter Wyngarde, Megs Jenkins, Michael Redgrave",2.62,Horror
À bout de souffle,1960,90,7.8,,74360,Luc Godard,"Jean-Paul Belmondo, Jean Seberg, Daniel Boulanger, Henri-Jacques Huet",0.34,Crime
Red River,1948,133,7.8,,28561, Arthur Rosson,"John Wayne, Montgomery Clift, Joanne Dru, Walter Brennan",,Action
Key Largo,1948,100,7.8,,37349,John Huston,"Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore",,Action
To Have and Have Not,1944,100,7.8,90.0,31432,Howard Hawks,"Humphrey Bogart, Lauren Bacall, Walter Brennan, Dolores Moran",,Adventure
Gaslight,1944,114,7.8,,25167,George Cukor,"Charles Boyer, Ingrid Bergman, Joseph Cotten, May Whitty",,Crime
Shadow of a Doubt,1943,108,7.8,94.0,60351,Alfred Hitchcock,"Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers",,Film-Noir
Stagecoach,1939,96,7.8,93.0,44397,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine",,Adventure
The Lady Vanishes,1938,96,7.8,98.0,48183,Alfred Hitchcock,"Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty",,Mystery
Bringing Up Baby,1938,102,7.8,91.0,55835,Howard Hawks,"Katharine Hepburn, Cary Grant, Charles Ruggles, Walter Catlett",,Comedy
Bride of Frankenstein,1935,75,7.8,95.0,43977,James Whale,"Boris Karloff, Elsa Lanchester, Colin Clive, Valerie Hobson",4.36,Drama
Duck Soup,1933,69,7.8,93.0,55978,Leo McCarey,"Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx",,Comedy
Scarface: The Shame of the Nation,1932,93,7.8,87.0,25673, Richard Rosson,"Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins",,Action
Frankenstein,1931,70,7.8,91.0,66051,James Whale,"Colin Clive, Mae Clarke, Boris Karloff, John Boles",,Drama
